project_id,name,url,category,subcategory,location,status,goal,pledged,funded_percentage,backers,funded_date,levels,reward_levels,updates,comments,duration
568126069,UFOLOGY: The Card Game,http://www.kickstarter.com/projects/cbgames/ufology-the-card-game,Games,Board & Card Games,"Seattle, WA",live,10000.0,2346.0,0.234571,63,2012-06-03 17:10:45+00:00,10,"$10,$20,$35,$50,$65,$80,$100,$120,$200,$1,000",9,7,45.0
571386977,The Gentlemen of the South Sandwiche Islands,http://www.kickstarter.com/projects/1883736289/the-gentlemen-of-the-south-sandwiche-islands,Games,Board & Card Games,Not Available,successful,7600.0,8937.0,1.175855263,151,2010-02-10 07:49:00+00:00,5,"$5,$26,$36,$150,$250",15,20,85.97
571963398,SMILING SAM THE GAME,http://www.kickstarter.com/projects/105495755/smiling-sam-the-game,Games,Board & Card Games,"New Sharon, ME",failed,8000.0,266.0,0.03325,10,2012-05-29 16:00:00+00:00,3,"$5,$10,$25",2,0,59.25
577871799,Game Design: Destiny6 Core Rulebook,http://www.kickstarter.com/projects/dolmen-creative/game-design-destiny6-core-rulebook,Games,Board & Card Games,"Windsor, NY",failed,10000.0,145.0,0.0145,5,2010-11-01 03:59:00+00:00,5,"$5,$15,$50,$500,$1,000",1,1,78.6
579841576,MODrn Hanafuda Cards,http://www.kickstarter.com/projects/1968128651/modrn-hanafuda-cards,Games,Board & Card Games,"Rochester, NY",failed,5000.0,300.0,0.06,11,2012-03-02 07:04:21+00:00,9,"$1,$10,$15,$20,$30,$45,$100,$500,$1,000",0,2,60.0
582355962,Sanitarium: Can you Escape?,http://www.kickstarter.com/projects/1889906682/sanitarium-a-horror-escape-card-game,Games,Board & Card Games,"Boston, MA",successful,5000.0,6506.0,1.301266,168,2011-12-19 05:01:00+00:00,8,"$1,$10,$30,$50,$100,$180,$320,$750",13,10,41.49
593023580,Tessel : Word building game,http://www.kickstarter.com/projects/1072570034/tessel-word-building-game,Games,Board & Card Games,"Princeton, NJ",live,5000.0,281.0,0.0562,9,2012-07-17 19:53:32+00:00,6,"$10,$20,$30,$55,$100,$250",1,2,60.0
597848267,"Shadow Days - Fantasy, Deckbuilding, Combat and Survival",http://www.kickstarter.com/projects/blackteastudios/shadow-days-fantasy-deckbuilding-combat-and-surviv,Games,Board & Card Games,"Ellicott City, MD",failed,12500.0,4076.0,0.32608,98,2011-12-03 06:31:53+00:00,11,"$1,$25,$35,$45,$50,$65,$100,$150,$500,$750,$1,000",17,14,45.04
600408352,Directors Cut Survival Horror.. The Card Game,http://www.kickstarter.com/projects/crispyzombie/directors-cut-survival-horror-the-card-game,Games,Board & Card Games,"Paris, TX",successful,2500.0,2729.0,1.0916,46,2012-04-13 20:36:40+00:00,10,"$3,$5,$10,$25,$50,$65,$100,$250,$500,$1,000",8,13,30.0
602932595,HELLAS: Action Deck pt2,http://www.kickstarter.com/projects/1269000670/hellas-action-deck-pt2,Games,Board & Card Games,"Las Vegas, NV",successful,1200.0,1815.0,1.5125,44,2011-07-31 17:00:00+00:00,8,"$5,$15,$20,$30,$50,$60,$120,$1,000",13,2,11.68
606792127,Root Word Bingo,http://www.kickstarter.com/projects/876142439/root-word-bingo,Games,Board & Card Games,"St Louis, MO",failed,13700.0,722.0,0.05270073,21,2011-09-30 17:38:49+00:00,10,"$1,$5,$14,$17,$28,$33,$60,$125,$500,$1,000",0,1,60.0
609088044,Day of the Dead,http://www.kickstarter.com/projects/1145460631/day-of-the-dead,Games,Board & Card Games,"Philadelphia, PA",successful,5000.0,8829.0,1.765802,184,2012-03-25 03:59:00+00:00,10,"$5,$10,$25,$50,$50,$50,$75,$150,$300,$500",18,23,36.09
610428929,"The Lost Treasures of Skull Island! Fun, New family / children's game! Pirate party!",http://www.kickstarter.com/projects/captainbryan/the-lost-treasures-of-skull-island,Games,Board & Card Games,"Park Rapids, MN",failed,2000.0,37.0,0.0185,3,2010-11-12 06:20:20+00:00,3,"$15,$29,$34",0,0,60.04
621324317,Skittykitts - An Addictively Fun Card Game,http://www.kickstarter.com/projects/1029774118/skittykitts-an-addictively-fun-card-game,Games,Board & Card Games,"Los Angeles, CA",successful,3000.0,7335.0,2.445056667,337,2012-02-15 02:18:12+00:00,5,"$5,$12,$25,$54,$180",4,69,30.0
621888129,ADVANTAGE,http://www.kickstarter.com/projects/838861777/advantage,Games,Board & Card Games,"Los Angeles, CA",failed,7600.0,80.0,0.010526316,8,2012-05-14 18:24:00+00:00,4,"$10,$50,$100,$500",0,4,26.76
624506853,Fractured Phylactery a high level Gaming Paper Adventure,http://www.kickstarter.com/projects/gamingpaper/fractured-phylactery-a-high-level-gaming-paper-adv,Games,Board & Card Games,"Grand Rapids, MI",live,5000.0,893.0,0.1786,50,2012-06-22 00:34:33+00:00,11,"$1,$6,$10,$12,$16,$18,$20,$25,$180,$200,$600",0,5,20.0
626027824,"Epic Conquest, Great Friends...not a Bored Game!",http://www.kickstarter.com/projects/478674841/epic-conquest-great-friendsnot-a-bored-game,Games,Board & Card Games,"Windsor Heights, IA",failed,1500.0,129.0,0.086,5,2011-07-04 22:29:25+00:00,5,"$1,$20,$40,$75,$125",2,1,60.0
627447956,Deck the 1%: #OccupyWallStreet Playing Cards,http://www.kickstarter.com/projects/yeslab/deck-the-1-occupywallstreet-playing-cards,Games,Board & Card Games,"New York, NY",failed,16000.0,1596.0,0.099743125,84,2011-12-01 03:32:00+00:00,8,"$1,$9,$19,$49,$99,$499,$999,$2,499",0,3,28.58
635831500,Hipster Playing Cards,http://www.kickstarter.com/projects/raymondhthomas/hipster-playing-cards,Games,Board & Card Games,"Seattle, WA",live,3500.0,1527.0,0.436285714,73,2012-06-02 23:28:44+00:00,11,"$1,$10,$15,$19,$25,$35,$50,$75,$100,$500,$1,000",0,5,60.0
637084728,Final Twilight Urban Fantasy Card Game,http://www.kickstarter.com/projects/689517451/final-twilight-urban-fantasy-card-game,Games,Board & Card Games,"Ludington, MI",successful,3500.0,3650.0,1.042857143,23,2012-03-20 04:47:01+00:00,12,"$10,$10,$25,$25,$50,$63,$75,$75,$125,$125,$175,$225",33,13,59.96
638500528,Lyssan,http://www.kickstarter.com/projects/baudot/lyssan,Games,Board & Card Games,"San Francisco, CA",successful,20000.0,31632.0,1.5816125,487,2011-08-17 09:24:59+00:00,6,"$1,$50,$100,$175,$250,$500",14,61,60.0
641751444,Geography Games for Children! Help your child learn!,http://www.kickstarter.com/projects/1878922315/geography-games-for-children-help-your-child-learn,Games,Board & Card Games,"San Diego, CA",live,6750.0,604.0,0.089481481,10,2012-06-05 21:12:06+00:00,2,"$13,$500",0,0,60.0
645861134,The Symbolist Tarot Deck,http://www.kickstarter.com/projects/1362025698/the-symbolist-tarot-deck,Games,Board & Card Games,"Portland, OR",live,8000.0,1912.0,0.239,61,2012-06-22 18:39:18+00:00,15,"$5,$10,$18,$35,$50,$65,$75,$80,$100,$125,$150,$200,$375,$750,$1,250",2,0,28.0
656260271,Di Renjie - Deduction Card Game for 2 to 6 Players,http://www.kickstarter.com/projects/tatewu/di-renjie-deduction-card-game-for-2-to-6-players,Games,Board & Card Games,"Chino Hills, CA",successful,5000.0,6471.0,1.2942,280,2012-03-23 03:41:04+00:00,8,"$3,$10,$35,$40,$55,$100,$110,$200",24,25,29.96
658558566,Force of Fiction: the story board game,http://www.kickstarter.com/projects/trevorcram/force-of-fiction-the-story-board-game,Games,Board & Card Games,"Salt Lake City, UT",failed,12000.0,2702.0,0.225166667,56,2011-06-17 22:56:11+00:00,8,"$1,$10,$25,$40,$65,$80,$100,$250",8,5,60.0
663360534,Artwork piece #43/??? for SIN (upcoming card game),http://www.kickstarter.com/projects/paradicegames/artwork-piece-43-for-sin-upcoming-card-game,Games,Board & Card Games,"Portland, OR",successful,84.0,106.0,1.261904762,7,2011-01-19 19:48:55+00:00,3,"$1,$10,$100",5,0,29.0
663973375,Pickle: The elimination style card game,http://www.kickstarter.com/projects/277094068/pickle-the-elimination-style-card-game,Games,Board & Card Games,"Thornton, CO",live,7500.0,1830.0,0.244,29,2012-07-25 12:27:26+00:00,11,"$15,$25,$50,$65,$65,$105,$250,$250,$500,$1,000,$1,500",1,1,60.0
669801920,LOST REICH,http://www.kickstarter.com/projects/1679800548/lost-reich,Games,Board & Card Games,"Dayton, OH",successful,1000.0,5456.0,5.456,179,2012-01-04 13:23:00+00:00,7,"$10,$15,$20,$25,$50,$100,$200",12,25,33.52
674844582,MEGAcquire - An Enhanced Adventure Into High Finance,http://www.kickstarter.com/projects/1021201737/megacquire-an-enhanced-adventure-into-high-finance,Games,Board & Card Games,"Longview, WA",live,5000.0,6870.0,1.373902,60,2012-06-21 06:59:00+00:00,19,"$1,$2,$5,$10,$10,$15,$15,$20,$30,$75,$85,$85,$100,$110,$125,$150,$350,$650,$1,200",5,12,54.42
674929381,Encounters ~ Plots ~ Places,http://www.kickstarter.com/projects/trollitc/encounters-plots-places,Games,Board & Card Games,"Boston, MA",successful,500.0,660.0,1.32,52,2011-11-03 03:59:00+00:00,7,"$1,$5,$15,$30,$50,$100,$500",21,8,27.54
676502685,Help put the Scotlings Team Miniatures Into Production,http://www.kickstarter.com/projects/674003445/help-put-the-scotlings-team-miniatures-into-produc,Games,Board & Card Games,"Indianapolis, IN",successful,2500.0,4562.0,1.824836,83,2011-09-10 19:51:51+00:00,6,"$1,$10,$12,$40,$47,$55",6,2,45.0
687388775,"Guns, Dice, Butter Season 1",http://www.kickstarter.com/projects/523543153/guns-dice-butter-season-1,Games,Board & Card Games,"Minneapolis, MN",live,5500.0,200.0,0.036363636,5,2012-06-22 09:00:00+00:00,10,"$12,$20,$29,$59,$79,$119,$200,$300,$500,$1,000",1,2,41.56
693685508,Miskatonic School for Girls Deck Building Game,http://www.kickstarter.com/projects/1225737959/miskatonic-school-for-girls-deck-building-game,Games,Board & Card Games,"Lebanon, PA",successful,11500.0,63764.0,5.544653043,1102,2011-12-05 16:21:58+00:00,15,"$35,$45,$50,$54,$59,$82,$90,$99,$122,$189,$400,$500,$1,000,$1,500,$1,500",31,156,60.04
694655492,Lines of Fire: A fantasy battle board game. (Monthly Game Creation Project Sept 2010),http://www.kickstarter.com/projects/239309591/lines-of-fire-a-fantasy-battle-board-game-monthly,Games,Board & Card Games,"Collingswood, NJ",successful,350.0,535.0,1.528571429,26,2010-10-01 03:59:00+00:00,7,"$1,$5,$10,$15,$20,$25,$50",5,0,29.67
695088611,DÛÎ_-KO¢_Î¢ - The World's 1st Multiplayer Sudoku Game,http://www.kickstarter.com/projects/goodstewardsgroup/du-kotm-the-worlds-1st-multiplayer-sudoku-game,Games,Board & Card Games,"Chicago, IL",failed,3479.0,1707.0,0.490658235,38,2011-10-07 23:30:00+00:00,5,"$1,$5,$27,$50,$500",3,5,36.9
696109208,"Tress, The Chess Game of the New Millennium.",http://www.kickstarter.com/projects/1231250971/tress-the-chess-game-of-the-new-millennium,Games,Board & Card Games,"Decatur, IL",live,15500.0,306.0,0.019741935,15,2012-06-03 05:12:40+00:00,5,"$10,$25,$50,$100,$200",3,5,30.0
698935995,Mobile Frame Zero: Rapid Attack,http://www.kickstarter.com/projects/JoshuaACNewman/mobile-frame-zero-rapid-attack,Games,Board & Card Games,"Northampton, MA",successful,9000.0,82500.0,9.166647778,2639,2012-04-12 03:59:00+00:00,16,"$10,$20,$40,$50,$60,$70,$100,$120,$150,$175,$190,$200,$200,$200,$400,$600",22,942,37.53
712754915,Venture Forth Board Game,http://www.kickstarter.com/projects/miniongames/venture-forth-board-game,Games,Board & Card Games,"Milwaukee, WI",successful,2000.0,2913.0,1.4565,48,2011-07-12 04:59:00+00:00,5,"$1,$50,$75,$125,$250",12,7,24.49
718925091,Better RPG Tools (PFRPG d20),http://www.kickstarter.com/projects/1652808152/better-pathfinder-rpg-e-character-sheet-mobile-web,Games,Board & Card Games,"Portland, OR",successful,1000.0,1032.0,1.0315,94,2012-04-07 01:41:36+00:00,10,"$1,$10,$10,$10,$50,$100,$100,$500,$1,000,$1,000",15,9,14.0
719469972,Fairy Tale Art Playing Cards: Art by Arthur Rackham,http://www.kickstarter.com/projects/339752174/fairy-tale-art-playing-cards-art-by-arthur-rackham,Games,Board & Card Games,"Eugene, OR",successful,4700.0,5252.0,1.117414894,263,2012-02-03 09:46:54+00:00,13,"$5,$6,$10,$17,$19,$25,$28,$45,$65,$135,$200,$250,$500",17,31,30.0
724480015,BattleCON Fighting Card Game,http://www.kickstarter.com/projects/level99games/battlecon-fighting-card-game,Games,Board & Card Games,"Albuquerque, NM",successful,6000.0,15325.0,2.554166667,205,2011-04-22 22:16:37+00:00,10,"$10,$30,$40,$75,$150,$250,$350,$1,500,$1,500,$2,500",48,199,45.96
731367076,Dark Nova RPG,http://www.kickstarter.com/projects/darknovagames/dark-nova-rpg,Games,Board & Card Games,"The Woodlands, TX",failed,3650.0,1516.0,0.415342466,22,2011-10-10 16:59:00+00:00,10,"$15,$20,$35,$50,$75,$150,$200,$250,$325,$350",4,3,41.54
738287280,Feminist Playing Cards,http://www.kickstarter.com/projects/lynncasper/feminist-playing-cards,Games,Board & Card Games,"Wilmington, NC",successful,12000.0,12954.0,1.079500833,434,2012-03-21 22:41:07+00:00,24,"$1,$5,$10,$20,$25,$25,$30,$35,$40,$40,$50,$60,$60,$70,$75,$100,$100,$115,$150,$200,$350,$350,$350,$350",21,21,59.96
743594939,JAXCON 2011 -- Comic and Gaming Covention in eastern NC,http://www.kickstarter.com/projects/1850725952/jaxcon-2011-comic-and-gaming-covention-in-eastern,Games,Board & Card Games,"Jacksonville, NC",failed,1000.0,170.0,0.17,2,2011-10-15 20:37:00+00:00,8,"$1,$10,$20,$50,$100,$150,$500,$1,000",0,0,31.61
746223714,Hideout Havoc (Card and Web Game),http://www.kickstarter.com/projects/darrenkearney/hideout-havoc-card-and-web-game,Games,Board & Card Games,"Slidell, LA",failed,25000.0,110.0,0.0044,2,2011-07-30 22:06:00+00:00,11,"$1,$5,$10,$15,$25,$30,$50,$75,$100,$120,$140",0,0,30.0
750034038,A board game of The Canterbury Tales: The Road to Canterbury,http://www.kickstarter.com/projects/167427101/a-board-game-of-the-canterbury-tales-the-road-to-c,Games,Board & Card Games,"Chicago, IL",successful,10000.0,27162.0,2.7162,492,2011-06-14 17:13:36+00:00,5,"$1,$45,$65,$90,$135",11,61,60.0
751743561,Dragon Warlord King Dice and Card Game,http://www.kickstarter.com/projects/2024703833/dragon-warlord-king-card-game,Games,Board & Card Games,"Pleasant Grove, UT",failed,21000.0,106.0,0.005047619,7,2012-04-21 20:00:31+00:00,9,"$5,$15,$19,$30,$40,$50,$100,$500,$1,000",0,4,44.96
769948542,Shroud of the Ancients Fantasy Adventure RPG,http://www.kickstarter.com/projects/1643151566/shroud-of-the-ancients-fantasy-adventure-d5-rpg,Games,Board & Card Games,"Clermont, FL",failed,5000.0,1901.0,0.3802,34,2012-01-31 23:32:32+00:00,10,"$10,$20,$30,$60,$75,$125,$150,$250,$500,$1,000",6,2,42.0
769954190,Clownpocalypse: a horror card game with a sense of humor,http://www.kickstarter.com/projects/dystopianholdings/clownpocalypse-a-horror-card-game-with-a-sense-of,Games,Board & Card Games,"Boston, MA",failed,4000.0,3320.0,0.83,61,2011-11-29 04:59:00+00:00,7,"$9,$25,$50,$80,$150,$500,$500",5,2,40.48
773154389,Heads of State: nine short games about tyrants,http://www.kickstarter.com/projects/2088966277/heads-of-state-nine-short-games-about-tyrants,Games,Board & Card Games,"Los Angeles, CA",successful,1800.0,2743.0,1.523888889,79,2011-12-29 17:28:59+00:00,11,"$8,$8,$15,$15,$25,$30,$36,$41,$60,$100,$200",7,16,30.0
773535435,The Presidential Game,http://www.kickstarter.com/projects/1941219079/the-presidential-game,Games,Board & Card Games,"New York, NY",successful,35000.0,38208.0,1.091657143,230,2012-03-12 15:38:24+00:00,11,"$1,$20,$35,$35,$50,$75,$100,$250,$500,$1,000,$1,500",12,6,30.0
774008995,"Ex Arcana, a new breed of RPG, needs brilliant Steampunk art!",http://www.kickstarter.com/projects/853785940/ex-arcana-a-new-breed-of-rpg-needs-brilliant-steam,Games,Board & Card Games,"New York, NY",failed,7000.0,2659.0,0.379857143,28,2010-07-18 03:58:00+00:00,10,"$7,$13,$22,$33,$56,$75,$101,$303,$505,$1,313",3,2,44.96
785687837,Conspiracy Tactics - Psychological Dice Combat Board Game,http://www.kickstarter.com/projects/129571124/conspiracy-tactics-psychological-dice-combat-board,Games,Board & Card Games,"Brooklyn, NY",failed,5000.0,1192.0,0.2384,25,2011-10-05 01:34:45+00:00,10,"$1,$10,$25,$45,$55,$65,$144,$244,$344,$1,748",4,1,30.0
787333869,"Double Dice Draw..... Bring Your Brain, Dominate The Table!!",http://www.kickstarter.com/projects/332898845/double-dice-draw-bring-your-brain-dominate-the-tab,Games,Board & Card Games,"Gilbert, AZ",failed,30000.0,290.0,0.009670333,21,2011-07-22 04:29:32+00:00,5,"$1,$20,$45,$75,$1,000",0,1,45.0
788854626,Startup Fever - The Board Game,http://www.kickstarter.com/projects/meetpoint/startup-fever-the-board-game-0,Games,Board & Card Games,"Mountain View, CA",successful,10111.0,30287.0,2.995482148,380,2011-06-14 04:00:00+00:00,10,"$1,$10,$50,$60,$100,$150,$200,$250,$500,$500",60,22,65.89
795308641,Rithmomachia: Battle of the Numbers - Philosopher's Game,http://www.kickstarter.com/projects/works/rithmomachia-battle-of-the-numbers-the-philosopher,Games,Board & Card Games,"Austin, TX",successful,3750.0,16209.0,4.3224,311,2012-04-28 00:36:52+00:00,9,"$12,$28,$50,$60,$176,$212,$425,$550,$4,400",5,22,32.0
806142940,Divine Destiny: A Roleplaying Card Game,http://www.kickstarter.com/projects/2097617379/divine-destiny-a-roleplaying-card-game,Games,Board & Card Games,"Santa Cruz, CA",failed,10000.0,1899.0,0.1899,33,2012-01-20 02:36:59+00:00,6,"$1,$35,$70,$150,$200,$250",8,3,60.0
812130324,We Didn't Playtest This: Legacies,http://www.kickstarter.com/projects/1889906682/we-didnt-playtest-this-legacies,Games,Board & Card Games,"Arlington, MA",successful,1749.0,9522.0,5.444373928,341,2012-05-01 03:59:00+00:00,6,"$1,$15,$29,$45,$150,$300",13,41,30.0
818020997,DIG: the Card Game,http://www.kickstarter.com/projects/392966477/dig-the-card-game,Games,Board & Card Games,"Rome, GA",successful,2000.0,7818.0,3.908885,138,2011-10-03 03:02:39+00:00,9,"$5,$25,$35,$45,$65,$95,$115,$250,$500",19,44,30.0
819028904,Stacket,http://www.kickstarter.com/projects/336486938/stacket,Games,Board & Card Games,"New Canaan, CT",failed,13000.0,3762.0,0.289384615,114,2012-03-31 21:32:21+00:00,7,"$1,$5,$25,$45,$60,$75,$2,000",9,2,43.0
823174908,Ghost Pirates - a board game of ship to ship tactical action,http://www.kickstarter.com/projects/2068026266/ghost-pirates-a-board-game-of-ship-to-ship-tactica,Games,Board & Card Games,"Brooklyn, NY",successful,7500.0,9473.0,1.263017333,213,2011-12-09 18:08:26+00:00,13,"$1,$10,$15,$25,$40,$50,$60,$100,$125,$150,$250,$500,$750",23,28,35.04
825085088,Lomby Zombie: Corporate Stiff Board Game,http://www.kickstarter.com/projects/jgoewert/lomby-zombie-corporate-stiff-board-game,Games,Board & Card Games,"St Louis, MO",failed,4000.0,25.0,0.00625,2,2010-07-30 22:00:00+00:00,7,"$10,$15,$30,$50,$100,$500,$1,000",1,0,47.42
825741964,HELLAS: Swords and Sandals,http://www.kickstarter.com/projects/1269000670/hellas-swords-and-sandals,Games,Board & Card Games,"Las Vegas, NV",successful,4500.0,4776.0,1.061333333,108,2012-03-24 07:45:24+00:00,8,"$1,$15,$30,$50,$75,$150,$300,$2,000",13,8,44.96
841013829,Edo: Tokyo 1603 - 1868,http://www.kickstarter.com/projects/1016374822/edo-tokyo-1603-1868,Games,Board & Card Games,"Dallas, TX",successful,10000.0,23534.0,2.3534,299,2012-04-24 03:59:00+00:00,11,"$25,$49,$59,$79,$99,$109,$109,$119,$119,$179,$299",7,87,34.07
842170767,Within the Devil's Reach - Dungeon World Adventures,http://www.kickstarter.com/projects/1154791902/within-the-devils-reach-dungeon-world-adventures,Games,Board & Card Games,"Richmond, VA",successful,2000.0,2738.0,1.369,95,2012-03-25 01:00:00+00:00,10,"$1,$10,$15,$20,$50,$75,$100,$150,$175,$200",11,9,31.54
843734660,Empires of the Void -  Board Game of Galactic Conquest,http://www.kickstarter.com/projects/953146955/empires-of-the-void-board-game-of-galactic-conques,Games,Board & Card Games,"Sandy, UT",successful,15000.0,35896.0,2.393066667,651,2011-11-27 16:19:00+00:00,6,"$1,$20,$50,$95,$140,$300",18,64,60.04
844700096,Scorched Earth: Not Just a Bunch of Hot Air,http://www.kickstarter.com/projects/1689876731/scorched-earth-not-just-a-bunch-of-hot-air,Games,Board & Card Games,"Honeoye Falls, NY",failed,16000.0,7528.0,0.4705,115,2012-02-07 15:55:11+00:00,6,"$15,$35,$50,$100,$250,$500",9,0,60.0
850547787,Pickle card game,http://www.kickstarter.com/projects/277094068/pickle-card-game,Games,Board & Card Games,"Thornton, CO",failed,7500.0,3556.0,0.474133333,71,2012-05-26 20:38:53+00:00,26,"$1,$15,$20,$25,$25,$30,$35,$50,$50,$50,$50,$65,$95,$100,$100,$100,$100,$150,$150,$150,$150,$150,$150,$150,$200,$200",3,12,30.0
857654995,My Happy Farm - The game of stretchy livestock (Canceled),http://www.kickstarter.com/projects/5thstreetgames/my-happy-farm-the-game-of-stretchy-livestock,Games,Board & Card Games,"Salt Lake City, UT",canceled,15000.0,6038.0,0.402533333,119,2012-06-11 00:00:00+00:00,7,"$10,$17,$29,$30,$45,$59,$60",5,3,33.14
860544078,Vendetta - The Gangster Card Game,http://www.kickstarter.com/projects/80793621/vendetta-the-gangster-card-game,Games,Board & Card Games,"Glendora, CA",failed,5000.0,365.0,0.073,5,2010-12-22 12:28:55+00:00,5,"$10,$25,$50,$120,$500",0,5,90.04
866507610,"Happy Birthday, Robot!",http://www.kickstarter.com/projects/danielsolis/happy-birthday-robot,Games,Board & Card Games,"Oklahoma City, OK",successful,1050.0,3030.0,2.885714286,110,2010-06-01 04:59:00+00:00,5,"$1,$10,$30,$30,$75",40,6,71.44
866582354,Gaming Paper Adventures,http://www.kickstarter.com/projects/gamingpaper/gaming-paper-adventures,Games,Board & Card Games,"Grand Rapids, MI",successful,3500.0,11465.0,3.275714286,262,2010-12-03 03:32:51+00:00,6,"$9,$22,$38,$100,$200,$1,900",22,130,45.04
871617896,&quot;Brushfire - Historia Rodentia&quot; A miniatures wargame,http://www.kickstarter.com/projects/1537255865/brushfire-historia-rodentia-a-miniatures-wargame,Games,Board & Card Games,Not Available,failed,5000.0,205.0,0.041,5,2010-06-19 03:59:00+00:00,6,"$10,$30,$60,$100,$150,$300",6,0,44.09
883597272,Kings of Air and Steam - a steampunk themed board game,http://www.kickstarter.com/projects/michaelmindes/kings-of-air-and-steam-a-steampunk-themed-board-ga,Games,Board & Card Games,"Tucson, AZ",successful,10000.0,41722.0,4.1722,626,2011-12-14 05:30:00+00:00,6,"$1,$45,$80,$110,$180,$250",21,50,43.56
886407640,"Creative Kitchen, The Game",http://www.kickstarter.com/projects/creativekitchen/creative-kitchen-the-game,Games,Board & Card Games,"Savannah, GA",successful,3000.0,3409.0,1.136333333,46,2012-01-01 23:37:57+00:00,9,"$1,$10,$25,$35,$55,$75,$250,$500,$1,000",8,13,60.04
890015846,Mecha Combiners RPG,http://www.kickstarter.com/projects/565866321/mecha-combiners,Games,Board & Card Games,"Overland Park, KS",successful,2000.0,3655.0,1.8275,108,2012-06-01 01:55:04+00:00,12,"$5,$8,$10,$15,$18,$25,$40,$55,$75,$100,$250,$500",15,31,45.0
890519334,VivaJava: The Coffee Game,http://www.kickstarter.com/projects/dicehateme/vivajava-the-coffee-game,Games,Board & Card Games,"Durham, NC",successful,15000.0,56052.0,3.736804667,771,2012-03-01 04:59:00+00:00,16,"$1,$10,$18,$20,$23,$25,$55,$60,$75,$80,$100,$110,$120,$130,$200,$500",22,137,35.99
898109428,Tahiti - board game,http://www.kickstarter.com/projects/miniongames/tahiti-board-game,Games,Board & Card Games,"Milwaukee, WI",live,10000.0,12029.0,1.202905,294,2012-06-19 04:59:00+00:00,9,"$1,$29,$35,$49,$69,$89,$90,$95,$150",4,42,39.34
899342427,DOUBLEMATE The Ultimate Chess Game,http://www.kickstarter.com/projects/1980106704/doublemate-the-ultimate-chess-game,Games,Board & Card Games,"Glen Allen, VA",failed,39000.0,396.0,0.010153846,7,2012-03-14 01:20:54+00:00,10,"$1,$25,$40,$65,$80,$125,$150,$2,000,$5,000,$10,000",0,2,39.96
901815576,Katalyka,http://www.kickstarter.com/projects/1820893788/katalyka,Games,Board & Card Games,"Seattle, WA",successful,7500.0,7840.0,1.045333333,85,2011-08-18 23:44:12+00:00,7,"$35,$50,$70,$100,$125,$200,$200",13,13,45.0
905935980,Dice Age - These ain't your grandpappy's dice!,http://www.kickstarter.com/projects/1536325846/dice-age-the-new-era-of-dice,Games,Board & Card Games,"Los Angeles, CA",successful,10000.0,34134.0,3.413429,526,2011-06-20 07:14:36+00:00,8,"$1,$7,$25,$50,$100,$150,$175,$500",53,145,30.0
910196364,Wizard's Tournament: Fantasy Card Game,http://www.kickstarter.com/projects/139696320/wizards-tournament,Games,Board & Card Games,"Fountain Valley, CA",failed,5000.0,2423.0,0.4846,53,2012-05-29 20:30:51+00:00,4,"$40,$65,$90,$120",0,22,60.0
916413384,Brushfire - Scyzantium &amp; Beyond,http://www.kickstarter.com/projects/1537255865/brushfire-scyzantium-and-beyond,Games,Board & Card Games,"Palm Coast, FL",successful,2000.0,5341.0,2.6705,53,2012-05-03 22:52:28+00:00,16,"$1,$5,$10,$30,$50,$60,$100,$130,$150,$200,$220,$325,$600,$600,$2,000,$3,000",23,2,30.0
917643914,Ogre Designer's Edition,http://www.kickstarter.com/projects/847271320/ogre-designers-edition,Games,Board & Card Games,"Austin, TX",successful,20000.0,923680.0,46.184,5512,2012-05-11 18:10:04+00:00,38,"$1,$10,$23,$23,$25,$30,$30,$35,$75,$100,$150,$151,$152,$191,$192,$195,$200,$210,$221,$245,$249,$275,$285,$299,$300,$335,$379,$415,$437,$446,$566,$653,$995,$1,977,$3,000,$4,500,$4,500,$5,000",42,5705,30.0
926276411,Help Fund the SWMGPA Mystery Map !,http://www.kickstarter.com/projects/1165033900/help-fund-the-swmgpa-mystery-map,Games,Board & Card Games,"Newport News, VA",successful,1300.0,1602.0,1.232307692,79,2011-06-16 12:56:42+00:00,9,"$10,$15,$16,$21,$24,$29,$60,$70,$115",3,3,75.0
928107375,Maschine Zeit - A Roleplaying Game,http://www.kickstarter.com/projects/machineage/maschine-zeit-a-roleplaying-game,Games,Board & Card Games,"Philadelphia, PA",successful,650.0,2630.0,4.046153846,45,2010-05-01 15:24:00+00:00,8,"$1,$10,$25,$35,$50,$75,$150,$250",7,6,26.95
928558466,Does it Count?     New Platform To Expand Your Social World.,http://www.kickstarter.com/projects/775752024/does-it-count-new-platform-to-expand-your-social-w,Games,Board & Card Games,"San Diego, CA",live,23500.0,5202.0,0.221361702,23,2012-07-03 12:00:00+00:00,10,"$5,$18,$34,$34,$50,$150,$150,$350,$350,$500",1,0,59.95
930365884,American Illuminati,http://www.kickstarter.com/projects/467084253/american-illuminati,Games,Board & Card Games,"Augusta, GA",failed,8000.0,535.0,0.06693,12,2012-03-31 02:10:00+00:00,7,"$1,$7,$22,$44,$77,$111,$333",4,2,55.46
933761765,FICTIONARY!,http://www.kickstarter.com/projects/lalo/fictionary,Games,Board & Card Games,Not Available,failed,60.0,0.0,0.0,0,2010-05-21 04:59:00+00:00,4,"$1,$3,$20,$45",0,0,65.3
